dummy_field	id_set_1	name_set_1	id_set_2	name_set_2
1.0	203675	282765	203665	282754
1.0	200191	278270	117640	164030
1.0	82459	116972	82320	116831
1.0	222187	308472	158902	221567
1.0	183251	254830	75253	107133
1.0	92823	129959	21690	31216
1.0	118181	164803	118067	164678
1.0	226572	314006	211894	294406
0.9128205128205128	77491	109895	50242	71637
1.0	235429	326871	119505	166706
1.0	84067	118947	84053	118933
0.9025641025641026	169360	236121	92441	129577
1.0	189585	263200	3298	4883
1.0	92174	129301	92084	129211
1.0	187628	260650	187617	260639
1.0	242370	336499	242364	336493
1.0	170937	238207	170890	238160
1.0	237464	329533	101312	141702
0.9846153846153847	214531	298385	82923	117498
1.0	97322	135988	62307	88532
1.0	84067	118947	84063	118943
0.9333333333333333	210550	292334	210350	292119
1.0	84067	118947	84061	118941
0.9641025641025641	174389	243008	68979	97307
1.0	248104	344380	240979	334512
1.0	133313	185990	133203	185866
1.0	171483	238933	7065	10549
1.0	84355	119488	59836	85117
1.0	96575	134714	27742	39577
1.0	236098	327963	161354	224927
1.0	91919	129016	7279	10838
1.0	198384	275706	10231	14837
1.0	241148	334878	241145	334873
0.8974358974358975	221392	307492	75805	107761
0.9641025641025641	78294	111399	43135	61574
1.0	209626	291046	205004	284562
1.0	149225	208030	149189	207991
1.0	187687	260712	20561	29635
1.0	59441	84571	59366	84486
1.0	210757	292628	206383	286408
1.0	142495	198675	142252	198431
0.9128205128205128	77491	109895	50252	71647
1.0	240495	333659	211515	293813
1.0	232285	322082	147276	205211
1.0	30632	43643	27324	38689
1.0	29032	41185	10396	15116
0.8923076923076924	166399	231903	104659	146341
1.0	213039	296056	212937	295952
1.0	107294	149893	31433	44875
1.0	180249	250369	144479	201508
0.9076923076923077	247934	344128	112848	157503
1.0	206208	286162	206143	286097
1.0	144207	201074	69870	98529
1.0	100709	140787	45578	65059
1.0	209040	290246	7276	10833
0.9692307692307692	140908	196601	127963	178600
1.0	122980	171726	118816	165923
1.0	220499	306364	188821	262274
0.9692307692307692	93776	131122	32141	45765
1.0	129722	181122	123333	172145
1.0	140567	196195	134018	186982
0.9641025641025641	238382	330759	238345	330721
1.0	39843	56863	39829	56837
0.9128205128205128	233488	323508	119505	166706
0.9333333333333333	137753	192062	131870	184031
0.9948717948717949	185543	257965	104121	145618
1.0	62663	89091	59305	84406
1.0	204311	283690	200187	278251
0.9179487179487179	93803	131151	43645	62215
0.9128205128205128	226670	314157	21711	31239
1.0	181519	252063	181513	252057
1.0	228215	316064	72021	102301
1.0	181519	252063	181518	252062
1.0	131198	183111	36542	52476
1.0	41264	58720	41215	58671
1.0	42038	60098	42009	60069
1.0	112508	156903	112418	156812
1.0	246143	341751	246090	341695
0.9435897435897436	215201	299328	178356	248006
1.0	185139	257442	185047	257344
1.0	96575	134714	62103	88323
0.8974358974358975	107487	150229	21979	31521
1.0	216971	301748	180964	251423
0.9076923076923077	40830	58207	40782	58141
1.0	207574	288141	207504	288067
1.0	199042	276558	27742	39577
1.0	92137	129264	92083	129210
1.0	104679	146361	29406	41751
1.0	85625	120986	85291	120632
1.0	131199	183112	36552	52486
1.0	216114	300546	216100	300532
0.9179487179487179	242877	337213	74200	105508
1.0	120463	167987	74909	106564
1.0	247936	344131	113069	157830
1.0	204853	284394	142669	198851
0.9128205128205128	46039	65714	9548	14004
1.0	203512	282585	203489	282562
0.9538461538461539	216919	301691	216913	301682
0.9897435897435898	94892	132559	27137	38447
1.0	42123	60224	42120	60221
1.0	173676	241982	24590	35039
1.0	3748	5621	3717	5590
1.0	216114	300546	216106	300538
1.0	222344	308699	222343	308698
1.0	104379	146014	77759	110382
1.0	106121	148320	106108	148306
1.0	31496	44988	31483	44974
1.0	104930	146621	104929	146620
1.0	82015	116445	81905	116334
0.9948717948717949	173890	242417	173883	242410
1.0	124789	174117	1893	2761
1.0	172783	240742	132532	184919
0.9846153846153847	9210	13470	9203	13463
1.0	52163	74132	12855	18537
1.0	161038	224582	153955	214542
0.9692307692307692	100388	140368	100370	140350
1.0	12475	18017	12452	17993
1.0	204853	284394	142640	198822
0.9384615384615385	91853	128950	2027	2954
1.0	50108	71459	50088	71439
1.0	136853	190883	125281	174760
1.0	241357	335141	241345	335129
1.0	53428	75860	53423	75855
1.0	235405	326837	24501	34903
1.0	141870	197947	28462	40410
1.0	89221	125619	88993	125373
1.0	129722	181122	123309	172120
1.0	243917	338612	33825	48060
1.0	222194	308479	204306	283680
1.0	216247	300756	122719	171236
1.0	81976	116406	76489	108599
0.9641025641025641	119304	166443	67968	96009
1.0	155549	216838	56779	80991
1.0	211035	293159	183202	254736
0.9641025641025641	119304	166443	67963	96004
1.0	102966	143908	102964	143906
1.0	233483	323490	7258	10781
1.0	230622	319285	127098	177363
1.0	65047	92176	65041	92170
1.0	36054	51721	36037	51704
1.0	179496	249379	179430	249313
0.9128205128205128	46039	65714	9589	14045
1.0	35940	51578	35931	51562
1.0	194680	270555	194663	270538
1.0	230678	319341	127156	177421
0.9435897435897436	117950	164492	117940	164482
0.9692307692307692	85865	121288	85858	121281
0.9076923076923077	121357	169295	47387	67796
1.0	217098	301884	217010	301787
1.0	107025	149474	102885	143746
1.0	155549	216838	56757	80969
0.9641025641025641	144706	201754	139276	194070
1.0	210812	292802	162356	226438
1.0	224333	311329	120603	168259
1.0	64163	90899	63960	90695
0.9538461538461539	235425	326864	4754	7126
1.0	31402	44826	31387	44811
1.0	198384	275706	10289	14895
0.8923076923076924	75937	108001	31280	44672
1.0	150410	209546	150347	209483
0.9641025641025641	204964	284522	105774	147781
1.0	139271	194057	102051	142636
0.9641025641025641	204964	284522	105777	147805
1.0	243962	338675	211210	293371
1.0	139271	194057	102058	142644
1.0	149432	208337	15277	22079
1.0	238707	331213	238674	331176
1.0	80545	114406	80530	114391
1.0	87184	123157	43053	61485
1.0	84063	118943	84008	118887
0.9692307692307692	233007	322959	91045	127797
1.0	91033	127784	9535	13991
1.0	214245	297863	141869	197945
0.9076923076923077	161315	224888	40436	57629
1.0	84063	118943	84002	118881
1.0	140020	195314	48000	68510
1.0	174652	243367	58440	83168
1.0	84063	118943	84000	118879
1.0	65046	92175	65038	92167
0.9487179487179487	69016	97344	10644	15426
1.0	27348	38752	4727	7099
1.0	193425	268946	161129	224677
1.0	46588	66770	46561	66743
1.0	186781	259480	26595	37765
1.0	231158	320032	231050	319921
1.0	171916	239560	46040	65718
1.0	192272	267378	70948	100205
1.0	186175	258695	186129	258646
1.0	41226	58682	41128	58584
1.0	129735	181135	129734	181134
0.9384615384615385	69874	98533	45575	65056
1.0	94803	132468	58440	83168
0.8974358974358975	50515	71918	40530	57816
0.9179487179487179	116813	162965	30532	43471
1.0	233647	323774	139271	194057
1.0	140723	196407	41019	58434
1.0	167919	233903	167907	233891
1.0	129735	181135	129720	181120
1.0	194880	270783	194687	270562
1.0	93294	130557	75225	107095
1.0	84063	118943	84046	118926
1.0	84063	118943	84044	118924
0.9692307692307692	159916	222962	74200	105508
0.8974358974358975	218071	303184	158421	221007
0.9948717948717949	76752	108905	76574	108725
1.0	165770	230956	165377	230469
1.0	98	98	44	44
1.0	178280	247888	25225	35916
1.0	195337	271425	141869	197945
0.9025641025641026	193050	268440	193046	268436
0.9128205128205128	80957	114927	47434	67843
1.0	84063	118943	84036	118916
1.0	190218	264161	46461	66602
1.0	106964	149412	11083	15991
0.9128205128205128	173055	241023	69843	98481
1.0	93294	130557	75230	107100
1.0	4566	6915	4537	6886
1.0	7308	10931	7252	10768
1.0	132697	185152	132694	185149
0.9230769230769231	169340	236100	106904	149352
1.0	161530	225109	123488	172304
1.0	126223	175910	37953	54362
1.0	97866	136597	97860	136589
1.0	161167	224722	123026	171797
0.9128205128205128	173055	241023	69850	98494
1.0	7308	10931	7265	10795
1.0	176521	245715	176486	245680
1.0	190051	263922	189938	263800
1.0	211058	293182	183096	254630
1.0	112647	157088	25181	35858
1.0	161492	225069	17257	24942
1.0	84063	118943	84014	118894
1.0	84063	118943	84012	118892
0.9538461538461539	225975	313295	225866	313185
0.9538461538461539	165812	230998	165638	230755
0.8974358974358975	218071	303184	158412	220995
0.8974358974358975	218071	303184	158419	221003
1.0	132534	184921	132533	184920
1.0	154994	215979	145588	202847
0.9025641025641026	99707	139298	59788	85069
1.0	178926	248636	178850	248550
1.0	249978	347116	171912	239556
0.9538461538461539	246863	342601	27731	39566
1.0	193425	268946	27340	38728
1.0	89855	126428	89791	126348
1.0	207500	288062	207358	287903
1.0	149072	207852	11743	17018
0.9282051282051282	166959	232727	127106	177371
1.0	249664	346674	180136	250249
1.0	216971	301748	3900	5800
1.0	114169	159410	114163	159404
1.0	92012	129124	91916	129013
1.0	64299	91090	60973	86805
1.0	249057	345898	110424	154274
0.8923076923076924	143356	199969	27286	38598
0.9128205128205128	236600	328602	236599	328601
1.0	90469	127126	90428	127085
1.0	224433	311430	224264	311259
1.0	74285	105593	74267	105575
0.8974358974358975	209461	290800	43697	62267
1.0	238001	330291	10680	15502
0.958974358974359	220861	306916	142196	198375
0.9025641025641026	45815	65395	40401	57576
1.0	232285	322082	172265	239976
1.0	235819	327612	230281	318798
1.0	49431	70461	49424	70454
1.0	192158	267209	108618	151752
1.0	84063	118943	84061	118941
1.0	106583	148912	21035	30278
1.0	222490	308907	171439	238872
1.0	192202	267280	46038	65710
1.0	124108	173112	33074	46918
0.9384615384615385	77373	109759	26643	37813
0.9435897435897436	247888	344016	44174	63027
1.0	170080	237054	89632	126184
1.0	71533	101243	71532	101242
1.0	84063	118943	84053	118933
1.0	158923	221605	95040	132722
1.0	109112	152323	48004	68514
1.0	124108	173112	33081	46925
1.0	191047	265552	190987	265484
1.0	212811	295706	212809	295704
0.9179487179487179	17033	24664	17009	24637
1.0	214283	297925	161461	225034
1.0	118138	164756	118030	164639
1.0	122073	170269	29005	41158
1.0	102051	142636	58440	83168
0.9025641025641026	171960	239605	29403	41748
0.9230769230769231	113341	158219	6943	10333
1.0	101025	141322	55404	78882
1.0	227329	314970	227325	314964
1.0	227329	314970	227328	314968
1.0	136754	190649	136746	190641
1.0	3986	5886	3954	5854
1.0	214245	297863	25180	35857
1.0	217510	302301	77476	109880
1.0	245935	341513	245908	341486
1.0	178949	248663	105773	147777
1.0	132087	184271	132032	184216
0.9435897435897436	211860	294352	211859	294351
1.0	244132	338870	55223	78644
1.0	141683	197753	69492	97942
1.0	85853	121276	85821	121243
1.0	74909	106564	23164	33184
0.9692307692307692	164190	228810	161127	224675
1.0	145868	203246	122710	171225
1.0	145748	203098	18455	26827
1.0	212176	294841	113426	158314
1.0	89855	126428	89748	126305
0.9025641025641026	220901	306966	49314	70294
0.9794871794871794	221149	307224	27228	38539
1.0	170080	237054	89685	126242
0.9692307692307692	212771	295665	154224	214856
1.0	211259	293433	211236	293406
1.0	62320	88555	62170	88390
1.0	41263	58719	41171	58627
1.0	161376	224949	123476	172292
1.0	197185	274039	197077	273902
0.8923076923076924	161094	224640	31078	44404
1.0	77794	110525	1898	2776
0.9846153846153847	214240	297856	91948	129046
0.9230769230769231	111045	155139	111043	155137
0.9384615384615385	205012	284570	152301	212304
1.0	243530	338187	243525	338182
1.0	241638	335582	230342	318950
1.0	144845	201896	144545	201574
1.0	207663	288252	207492	288053
1.0	45686	65243	45619	65175
1.0	193583	269105	1966	2864
1.0	161425	224998	124787	174109
1.0	244132	338870	69873	98532
1.0	89855	126428	89725	126282
1.0	239124	331769	239088	331730
1.0	216207	300671	30429	43343
1.0	164554	229270	164374	229090
1.0	151200	210773	107413	150088
1.0	29526	41882	7724	11552
1.0	41037	58478	41034	58472
1.0	194703	270578	73046	104072
1.0	155122	216178	100583	140622
0.9025641025641026	219953	305733	157416	219713
1.0	186165	258685	186092	258608
1.0	124139	173166	64478	91364
1.0	38756	55378	38737	55358
1.0	208340	289214	208300	289167
1.0	226236	313564	176072	245191
1.0	156375	218189	707	943
0.958974358974359	220861	306916	142232	198411
1.0	38756	55378	38748	55370
1.0	230599	319259	127099	177364
1.0	175619	244638	37337	53640
1.0	240639	333947	105777	147805
1.0	44826	63990	44805	63967
1.0	247838	343939	247682	343748
1.0	44826	63990	44806	63968
1.0	5270	7792	5268	7790
1.0	240639	333947	105774	147781
1.0	150442	209578	150356	209492
1.0	139268	194042	139245	193981
1.0	156374	218188	148346	206770
0.9230769230769231	158429	221019	7105	10592
0.9025641025641026	141306	197190	29403	41748
0.9282051282051282	114400	159666	47374	67783
1.0	201391	279758	29032	41185
0.9384615384615385	93785	131132	93697	131040
0.958974358974359	195336	271424	52163	74132
0.9179487179487179	159452	222190	140778	196463
1.0	135788	189305	77938	110946
1.0	215195	299322	215173	299299
1.0	214177	297675	105773	147777
1.0	140687	196346	46386	66392
0.9128205128205128	159452	222190	45587	65068
1.0	243938	338640	211213	293377
1.0	91977	129088	25178	35855
0.9025641025641026	155567	216856	92441	129577
1.0	178954	248691	162354	226432
0.9846153846153847	178632	248332	146389	204074
1.0	106925	149373	96888	135352
1.0	175641	244660	37405	53709
1.0	38756	55378	38706	55327
1.0	195641	271884	195616	271846
1.0	198385	275707	7341	11048
1.0	233485	323493	123004	171759
1.0	69877	98538	33419	47375
0.9230769230769231	178721	248421	166453	231997
1.0	246861	342599	181790	252491
1.0	92494	129630	92411	129547
1.0	7209	10700	7192	10682
1.0	44543	63619	44389	63465
1.0	231097	319968	54426	77361
1.0	114588	159857	22644	32567
0.8923076923076924	24751	35302	24691	35241
1.0	73893	105047	73860	105014
1.0	114164	159405	113967	159202
0.9179487179487179	209623	291043	5215	7735
1.0	8833	12980	8809	12951
1.0	27720	39555	22040	31636
1.0	27720	39555	22041	31637
1.0	234973	326283	3900	5800
1.0	207581	288148	91947	129045
1.0	187325	260225	167008	232776
1.0	200191	278270	94197	131697
1.0	45255	64563	45240	64548
1.0	228921	316992	77787	110479
1.0	149356	208231	149346	208221
0.9538461538461539	193675	269204	190476	264764
1.0	171912	239556	12856	18538
0.8974358974358975	63791	90443	63780	90422
0.9846153846153847	122716	171231	77506	109920
1.0	167089	232857	62342	88604
1.0	179486	249369	179426	249309
1.0	186467	259133	90056	126679
0.9076923076923077	127660	178198	127658	178193
1.0	233646	323767	171909	239553
1.0	75481	107380	29515	41871
1.0	168848	235266	168825	235243
1.0	247312	343149	181119	251586
1.0	27314	38652	26473	37643
1.0	114639	160026	114626	160001
1.0	221709	307899	221701	307891
1.0	107420	150111	23167	33195
1.0	92174	129301	92114	129241
1.0	145381	202591	78105	111180
1.0	228089	315913	92281	129417
1.0	242063	336067	158379	220945
1.0	216244	300753	125289	174795
1.0	80544	114405	80467	114326
1.0	165770	230956	165346	230418
0.9128205128205128	199821	277502	83948	118822
1.0	201991	280537	201930	280472
1.0	200892	279225	178267	247853
1.0	17070	24703	17017	24647
1.0	102350	143015	62714	89144
1.0	193879	269494	99408	138941
1.0	152998	213224	50363	71765
1.0	249978	347116	171960	239605
1.0	31298	44692	27298	38621
0.9128205128205128	168191	234362	25242	35933
0.9230769230769231	107151	149611	107096	149556
1.0	3893	5793	2274	3294
1.0	87473	123597	87471	123595
1.0	169786	236645	45369	64707
1.0	194145	269907	194140	269901
1.0	216993	301770	216222	300707
1.0	194145	269907	194141	269902
1.0	194145	269907	194144	269906
1.0	85625	120986	85149	120483
0.9333333333333333	77772	110428	27321	38685
1.0	31298	44692	27297	38620
1.0	122316	170656	32124	45748
1.0	194145	269907	194142	269903
1.0	194145	269907	194143	269904
1.0	30543	43482	30540	43479
1.0	194145	269907	194139	269900
1.0	210715	292577	206298	286286
0.9435897435897436	29525	41881	9519	13971
1.0	138740	193218	72538	103015
1.0	161451	225024	3291	4871
1.0	99218	138630	99217	138629
1.0	21677	31203	21637	31162
1.0	137599	191871	21476	30919
1.0	110759	154680	110711	154611
1.0	234141	324766	117444	163758
1.0	209625	291045	46040	65718
0.9538461538461539	204857	284398	142284	198463
1.0	167008	232776	106583	148912
1.0	174632	243347	174586	243301
0.9897435897435898	240305	333449	20424	29497
1.0	224001	310891	20561	29635
1.0	248989	345694	199042	276558
0.9384615384615385	249355	346264	129511	180802
1.0	235442	326887	1966	2864
1.0	77770	110426	62549	88874
0.8923076923076924	170821	238091	65254	92446
1.0	94839	132504	94773	132437
1.0	95268	133055	95267	133054
1.0	212176	294841	43706	62276
1.0	113413	158301	12852	18534
1.0	190233	264211	124316	173420
1.0	114310	159559	114287	159536
1.0	149953	208995	2432	3466
1.0	247864	343977	3925	5825
1.0	172265	239976	116436	162539
1.0	32408	46123	32375	46090
1.0	245704	341174	106563	148892
0.9846153846153847	214240	297856	91856	128953
1.0	56838	81054	56771	80983
1.0	138183	192559	138160	192536
1.0	215675	299951	215649	299923
0.9333333333333333	237099	329102	220919	306987
0.9641025641025641	55405	78883	50614	72024
1.0	180951	251402	161547	225129
1.0	135584	189060	135542	189007
1.0	241959	335958	171383	238801
1.0	224291	311287	120600	168256
0.9128205128205128	181713	252409	47735	68145
1.0	77768	110420	7278	10836
0.9333333333333333	47546	67955	31294	44688
1.0	106877	149324	96888	135352
1.0	212986	296001	27174	38484
1.0	229606	317879	149471	208396
1.0	76377	108485	76259	108367
1.0	248143	344447	248131	344435
0.9128205128205128	181761	252462	77464	109868
1.0	186260	258818	1943	2838
1.0	214240	297856	141302	197182
1.0	247901	344047	222033	308268
0.9025641025641026	207581	288148	172415	240161
1.0	208029	288786	155107	216135
1.0	96686	134863	96678	134855
1.0	45266	64574	45251	64559
1.0	96544	134680	96504	134600
1.0	114177	159418	113975	159210
0.9025641025641026	178737	248437	80112	113860
1.0	185051	257349	185032	257329
0.9846153846153847	223415	310065	20657	29731
1.0	229754	318045	57666	82068
1.0	107686	150594	107676	150584
1.0	131146	183057	36536	52470
1.0	144262	201147	44149	62944
1.0	82774	117331	82463	116976
1.0	106583	148912	59546	84708
1.0	128980	179900	128961	179880
1.0	22953	32923	22949	32919
1.0	102956	143860	102791	143616
1.0	114210	159451	113950	159185
1.0	188952	262448	25180	35857
0.9076923076923077	193629	269151	47783	68193
1.0	183762	255572	183742	255552
1.0	154581	215369	77464	109868
1.0	177011	246298	135792	189309
1.0	2429	3463	2418	3452
0.9487179487179487	243918	338614	203139	282043
0.9641025641025641	83990	118869	83218	117921
1.0	95673	133539	95650	133516
1.0	13525	19507	13517	19481
1.0	135375	188752	131757	183862
1.0	157842	220218	157595	219916
1.0	114170	159411	114046	159281
1.0	226159	313482	226067	313388
1.0	103710	145046	59909	85243
0.9179487179487179	58395	83041	58378	83024
1.0	189012	262508	69872	98531
1.0	19508	28253	19502	28247
1.0	77228	109551	9301	13703
1.0	242897	337237	9624	14080
0.9487179487179487	195854	272209	134482	187579
0.9128205128205128	216243	300750	193707	269236
1.0	14274	20481	14210	20407
0.9128205128205128	89844	126417	89760	126317
1.0	222772	309251	222706	309182
1.0	123004	171759	17108	24754
0.9230769230769231	205840	285747	127116	177381
0.9282051282051282	92924	130071	92669	129805
0.8923076923076924	204998	284556	174650	243365
1.0	84294	119410	84292	119407
1.0	186841	259540	66101	93516
1.0	210650	292500	206404	286429
1.0	81976	116406	27720	39555
0.9641025641025641	144706	201754	105782	147833
1.0	90937	127678	90906	127647
0.9230769230769231	193652	269177	62030	88243
1.0	210977	293101	183078	254612
0.9794871794871794	181761	252462	9536	13992
1.0	143489	200118	81978	116408
1.0	231097	319968	120465	167996
1.0	107161	149622	107146	149606
1.0	90747	127427	90674	127352
1.0	209625	291045	104679	146361
1.0	241380	335166	149098	207881
1.0	105797	147895	5597	8193
1.0	56838	81054	56712	80924
1.0	56838	81054	56714	80926
1.0	162981	227294	162851	227154
1.0	2141	3090	2034	2962
1.0	90747	127427	90669	127347
1.0	76800	108960	76799	108958
1.0	244261	338999	235458	326915
1.0	112654	157101	94637	132242
1.0	135584	189060	135561	189028
1.0	193677	269206	193432	268953
0.9487179487179487	181022	251487	28281	40229
1.0	233646	323767	171893	239537
1.0	136326	190157	136273	190077
1.0	235809	327602	230258	318775
1.0	74197	105505	11069	15977
1.0	98826	138088	98773	138035
0.9025641025641026	83990	118869	83237	117940
1.0	22022	31599	17089	24724
1.0	8531	12596	8496	12559
0.9538461538461539	117291	163580	55362	78799
0.9897435897435898	98976	138330	89557	126078
0.958974358974359	220861	306916	142246	198425
0.9076923076923077	217178	301964	4559	6908
1.0	235336	326718	11619	16858
1.0	135584	189060	135582	189055
1.0	143489	200118	81967	116397
1.0	156561	218448	156535	218377
1.0	155446	216735	155440	216729
1.0	243961	338674	203158	282064
1.0	113423	158311	91033	127784
1.0	17695	25644	17687	25636
0.9948717948717949	221017	307087	155340	216620
0.958974358974359	195336	271424	66639	94278
1.0	243814	338495	243807	338488
1.0	48765	69607	48728	69570
0.9230769230769231	108376	151499	6947	10337
1.0	145534	202773	40065	57115
1.0	137659	191968	137652	191961
1.0	203013	281896	202964	281846
1.0	114187	159428	113952	159187
1.0	85470	120825	85469	120824
1.0	172265	239976	41019	58434
0.9282051282051282	101297	141668	35139	50234
1.0	141869	197945	83948	118822
1.0	78187	111284	78171	111268
1.0	239946	332919	112643	157080
1.0	231848	321370	118606	165536
1.0	186452	259112	90034	126656
1.0	190999	265499	190979	265476
1.0	169316	236066	169314	236064
1.0	180190	250307	130014	181432
1.0	241865	335864	92520	129656
0.9333333333333333	167683	233632	50617	72027
1.0	176436	245630	176404	245597
1.0	172672	240617	74315	105634
1.0	57873	82299	57776	82202
1.0	119690	166926	119617	166851
1.0	32110	45734	32017	45638
1.0	233478	323483	161354	224927
1.0	42143	60253	35339	50509
1.0	243961	338674	203181	282097
1.0	243938	338640	211314	293506
1.0	71570	101283	71568	101281
1.0	71570	101283	71569	101282
1.0	104966	146657	104965	146656
0.9282051282051282	181068	251533	47741	68151
1.0	166049	231298	87376	123438
1.0	51046	72556	51003	72513
1.0	145662	202948	145647	202933
1.0	168202	234375	168192	234364
1.0	194135	269872	194128	269851
1.0	152847	212993	152720	212863
1.0	167689	233638	91977	129088
1.0	240638	333936	95425	133219
1.0	151580	211248	151390	211056
1.0	147225	205159	147195	205122
1.0	89424	125918	89420	125912
1.0	163642	228167	140723	196407
0.9025641025641026	242700	336860	242552	336691
0.9692307692307692	156453	218268	156410	218224
0.9384615384615385	152301	212304	53328	75755
1.0	154299	214931	154295	214927
1.0	237988	330278	237970	330260
1.0	178675	248375	178522	248222
1.0	112202	156583	112132	156495
1.0	224224	311219	224218	311213
1.0	25842	36792	25759	36703
1.0	249058	345899	249033	345874
1.0	96161	134223	96159	134221
1.0	145756	203108	102885	143746
1.0	164077	228631	28461	40409
1.0	96161	134223	96155	134217
1.0	50232	71626	7065	10549
1.0	96161	134223	96156	134218
1.0	103271	144367	103269	144364
1.0	96161	134223	96158	134220
1.0	186452	259112	90081	126705
1.0	96161	134223	96152	134214
1.0	96161	134223	96153	134215
1.0	172599	240477	55416	78919
1.0	112664	157135	46366	66328
1.0	222038	308273	110400	154169
1.0	249058	345899	249046	345887
1.0	171960	239605	113628	158542
1.0	198648	276048	198620	276020
1.0	200188	278253	44061	62854
1.0	96169	134232	96159	134221
1.0	96169	134232	96158	134220
1.0	190235	264218	172597	240468
1.0	91326	128296	27353	38766
1.0	96169	134232	96155	134217
1.0	207326	287869	155725	217227
1.0	76894	109061	76856	109022
1.0	96169	134232	96156	134218
1.0	96169	134232	96153	134215
1.0	245704	341174	27353	38766
1.0	96169	134232	96152	134214
0.9333333333333333	120109	167516	92213	129349
0.9076923076923077	181828	252529	172840	240802
1.0	102956	143860	102894	143756
1.0	59549	84712	59420	84547
1.0	230343	318957	171963	239609
1.0	161399	224972	147276	205211
1.0	22663	32586	22645	32568
0.9179487179487179	240978	334509	3302	4888
1.0	210738	292609	206224	286182
1.0	96169	134232	96164	134226
1.0	96169	134232	96162	134224
1.0	123002	171756	95426	133229
1.0	96169	134232	96163	134225
1.0	221027	307097	161108	224655
1.0	96169	134232	96161	134223
0.9076923076923077	109700	153048	96532	134662
1.0	142672	198854	142225	198404
1.0	15223	22022	15220	22019
0.9333333333333333	123762	172588	72286	102688
1.0	140713	196384	140704	196375
1.0	123306	172117	104129	145626
1.0	77768	110420	46060	65773
1.0	235442	326887	48216	68853
1.0	237244	329262	237242	329260
1.0	107425	150128	107318	149962
1.0	244821	339876	244763	339818
0.958974358974359	179835	249917	179772	249854
1.0	161370	224943	112647	157088
0.8974358974358975	218071	303184	158454	221046
1.0	194135	269872	194101	269791
1.0	217515	302307	45573	65054
1.0	106999	149447	106954	149402
0.9641025641025641	142197	198376	112797	157403
1.0	47182	67499	46994	67302
1.0	152530	212612	107426	150135
1.0	40325	57470	40282	57399
1.0	184041	256053	75253	107133
1.0	95063	132748	65277	92473
0.9743589743589743	161465	225038	18051	26282
1.0	202012	280593	202008	280585
1.0	95969	134013	71174	100518
0.8974358974358975	215597	299871	192173	267224
1.0	118606	165536	96550	134686
1.0	207578	288145	161468	225041
1.0	200142	278070	30820	43945
0.9179487179487179	91969	129067	32149	45773
1.0	180965	251425	13360	19245
1.0	65273	92469	65151	92342
1.0	244132	338870	167683	233632
1.0	114187	159428	113995	159230
0.9794871794871794	161357	224930	123000	171750
1.0	178948	248662	107292	149889
1.0	71916	101909	71903	101890
1.0	144701	201745	144639	201673
1.0	67849	95880	67713	95744
1.0	145538	202777	40069	57119
1.0	72297	102700	72269	102665
1.0	209454	290783	209439	290768
0.9076923076923077	93774	131120	56752	80964
1.0	139271	194057	46040	65718
1.0	145871	203250	145836	203204
1.0	6778	10098	6762	10082
1.0	103480	144747	103470	144737
1.0	96559	134696	16261	23444
0.9128205128205128	80039	113786	69682	98221
0.9333333333333333	216140	300572	195677	271924
1.0	76425	108533	76394	108502
1.0	150083	209158	107319	149964
1.0	6778	10098	6746	10066
1.0	114187	159428	113971	159206
0.9948717948717949	210954	293078	183140	254674
1.0	757	993	752	988
1.0	131231	183144	36604	52538
1.0	97195	135733	23824	34041
0.8974358974358975	158407	220990	122956	171696
1.0	227139	314757	227075	314691
1.0	180863	251259	30807	43909
1.0	102366	143063	4355	6609
1.0	108688	151827	108643	151777
1.0	203536	282610	203466	282539
0.9333333333333333	207558	288124	174650	243365
1.0	238927	331521	84253	119192
1.0	42907	61262	21633	31156
0.9282051282051282	77501	109910	50373	71775
1.0	13439	19375	13389	19282
1.0	244523	339345	244508	339330
1.0	172593	240422	18444	26797
1.0	113070	157832	105782	147833
1.0	228090	315916	9549	14005
1.0	227248	314877	226985	314596
1.0	249708	346757	249703	346752
1.0	199704	277378	29407	41752
0.958974358974359	112699	157227	107086	149541
1.0	132947	185422	132854	185322
1.0	120808	168564	120763	168519
1.0	227248	314877	226996	314608
1.0	158715	221357	158714	221356
1.0	74918	106621	35411	50623
1.0	92325	129461	38872	55585
1.0	32458	46174	32404	46119
0.8923076923076924	5489	8063	5459	8033
1.0	55822	79597	55790	79561
1.0	175618	244637	37336	53639
0.9487179487179487	159822	222846	39660	56512
1.0	120808	168564	120757	168513
1.0	204687	284204	165336	230403
0.9333333333333333	40401	57576	9548	14004
1.0	210710	292570	206294	286282
1.0	109258	152473	109246	152461
0.9282051282051282	48215	68805	3864	5764
1.0	222153	308434	222122	308403
1.0	91958	129056	55223	78644
1.0	91958	129056	69873	98532
1.0	216139	300571	195676	271923
1.0	205016	284574	28462	40410
1.0	176937	246213	151480	211146
1.0	199130	276669	199129	276668
0.9333333333333333	176563	245760	176538	245732
1.0	207562	288128	77476	109880
0.958974358974359	120157	167583	120152	167576
1.0	185536	257958	7014	10441
1.0	227248	314877	226957	314565
0.958974358974359	150967	210507	150950	210490
1.0	187325	260225	91033	127784
1.0	185725	258154	185689	258118
1.0	147276	205211	140723	196407
1.0	140839	196527	140736	196420
1.0	189819	263570	57401	81737
1.0	17360	25096	17348	25076
1.0	116436	162539	32008	45629
0.9076923076923077	139869	195055	139787	194973
1.0	97203	135751	97200	135746
